username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Anootchka;2016-04-07 19:59;1;1;"Due to the fact that Bernie voters don't vote 4 down ticket Dems, voting for Bernie elects Repubs. It's all about them. #ImWithHer #VoteBlue";;;#ImWithHer #VoteBlue;"718226819372171267";https://twitter.com/Anootchka/status/718226819372171267
TheWomensWatch;2016-04-07 19:59;1;0;"#HillYes #ImWithHer https:// twitter.com/PaladinCorneli a/status/718187278955196416 …";;;#HillYes #ImWithHer;"718226815341502465";https://twitter.com/TheWomensWatch/status/718226815341502465
Bohemianmoon;2016-04-07 19:59;0;0;"#Billclinton @Billclinton #Hillarysoqualified #Hillary2016 #Hillary @Hillaryclinton #Imwithher #Blacklivesmatter https:// twitter.com/CassandraRules /status/718213213796442112 …";;@Billclinton @Hillaryclinton;#Billclinton #Hillarysoqualified #Hillary2016 #Hillary #Imwithher #Blacklivesmatter;"718226790276296704";https://twitter.com/Bohemianmoon/status/718226790276296704
Ariuszme;2016-04-07 19:59;1;1;"Those who work with them for years, kno what it takes to get the right job done, they kno candidates best #imwithher pic.twitter.com/r8mSIatMD8";;;#imwithher;"718226656012451840";https://twitter.com/Ariuszme/status/718226656012451840
JSavoly;2016-04-07 19:59;60;95;"Proud to be on his list of Hillary Supporters #Hillary2016 #ImWithHer #HillYes #HillaryMostQualifiedCandidate pic.twitter.com/hlgLDlahbJ";;;#Hillary2016 #ImWithHer #HillYes #HillaryMostQualifiedCandidate;"718226638790635521";https://twitter.com/JSavoly/status/718226638790635521
Tiffpm67;2016-04-07 19:59;1;2;". @SenSanders until this last week. #Uniteblue U lost my respect w/ ur thin skin and overreact over a headline not Hillary words. #ImWithHer";;@SenSanders;#Uniteblue #ImWithHer;"718226622772588544";https://twitter.com/Tiffpm67/status/718226622772588544
KSwa50;2016-04-07 19:59;0;1;"@CapehartJ @BernieSanders @HillaryClinton by far the better candidate!!! #ImWithHer #Hillary2016";;@CapehartJ @BernieSanders @HillaryClinton;#ImWithHer #Hillary2016;"718226603633995778";https://twitter.com/KSwa50/status/718226603633995778
clarityhaynes;2016-04-07 19:58;0;4;"She knows her way around a Metrocard. #sheswithus #imwithher #hillyes #hillary2016 #NYprimary #askmeaboutapril19 pic.twitter.com/FXTcYYq3TM";;;#sheswithus #imwithher #hillyes #hillary2016 #NYprimary #askmeaboutapril19;"718226595392135168";https://twitter.com/clarityhaynes/status/718226595392135168
tallguytony;2016-04-07 19:58;0;4;"Homos For Hillary... #ImWithHer https:// twitter.com/SingleGayLife/ status/718223089511899136 …";;;#ImWithHer;"718226516287557632";https://twitter.com/tallguytony/status/718226516287557632
spiritmefree1;2016-04-07 19:58;3;6;"Anybody who took the time to watch the whole unedited video will be like OK, why is Bill Clinton trending? Some of y'all slow #ImWithHer";;;#ImWithHer;"718226486730366985";https://twitter.com/spiritmefree1/status/718226486730366985
