username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
The_Trump_Train;2016-07-07 14:55;5820;4532;"RETWEET this tweet so Americans are aware of what Crooked Hillary did. #MakeAmericaGreatAgain #CrookedHillary pic.twitter.com/X7aGlswLEl";;;#MakeAmericaGreatAgain #CrookedHillary;"751127420175020033";https://twitter.com/The_Trump_Train/status/751127420175020033
mackaustin_;2016-07-07 19:59;0;2;"All I want is a #MakeAmericaGreatAgain hat";Kernersville, NC;;#MakeAmericaGreatAgain;"751204119193485312";https://twitter.com/mackaustin_/status/751204119193485312
TheLoyalTen;2016-07-07 19:36;7;7;"Damn its about time. #MakeAmericaGreatAgain https:// twitter.com/weeklystandard /status/751197882485772288 …";;;#MakeAmericaGreatAgain;"751198144956817408";https://twitter.com/TheLoyalTen/status/751198144956817408
Tmar1992;2016-07-07 19:59;0;1;"Jason Chaffetz really tore into FBI Director Comey today. So much ignorance in this world. #MakeAmericaGreatAgain @realDonaldTrump";;@realDonaldTrump;#MakeAmericaGreatAgain;"751203929661243392";https://twitter.com/Tmar1992/status/751203929661243392
ChairmanLathan;2016-07-07 19:58;0;0;"You bet cha! #2016 #MakeAmericaGreatAgain #neverhillary https:// twitter.com/realdonaldtrum p/status/751145333107879936 …";;;#2016 #MakeAmericaGreatAgain #neverhillary;"751203800002822144";https://twitter.com/ChairmanLathan/status/751203800002822144
granandgrandy;2016-07-07 19:57;0;0;"Keep it coming guys!! #MakeAmericaGreatAgain https:// twitter.com/foxbusiness/st atus/751141821623840769 …";;;#MakeAmericaGreatAgain;"751203470602956800";https://twitter.com/granandgrandy/status/751203470602956800
jvdaniello2;2016-07-07 19:57;0;0;"@realDonaldTrump @PRyan Sounds like the Donald rocked the Hill. #MakeAmericaGreatAgain";;@realDonaldTrump @PRyan;#MakeAmericaGreatAgain;"751203396653314048";https://twitter.com/jvdaniello2/status/751203396653314048
Right_Smarts;2016-07-07 19:56;2;1;"GOP Sen. Mark Kirk: I'm Writing In Petraeus For President http://www. Newsmax.com/Politics/mark- kirk-voting-david-petraeus/2016/07/07/id/737645 … #MakeAmericaGreatAgain";;;#MakeAmericaGreatAgain;"751203282891206656";https://twitter.com/Right_Smarts/status/751203282891206656
amrightnow;2016-07-07 19:56;2;0;"Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 pic.twitter.com/xjLTDjdh1T";;;#realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016;"751203247650705408";https://twitter.com/amrightnow/status/751203247650705408
bast553;2016-07-07 19:56;0;2;"@GGNJ2000 What scares the shit out of #Bernie folks is #TrumpTrain pays for itself! #MakeAmericaGreatAgain ain't free!";Florida, USA;@GGNJ2000;#Bernie #TrumpTrain #MakeAmericaGreatAgain;"751203225030631424";https://twitter.com/bast553/status/751203225030631424
